code,division,division_name,level,title,includes,may_include,alternate_terms,see,see_also,notes,discussion,parent_code,related_codes,chunk_text
01 43 36,01,GENERAL REQUIREMENTS,3,Field Samples,,,,,,,,01 43 00,[],01 43 36 — Field Samples
01 43 39,01,GENERAL REQUIREMENTS,3,Mockups,,,,,,,,01 43 00,[],01 43 39 — Mockups
01 45 00,01,GENERAL REQUIREMENTS,2,Quality Control,administrative and procedural requirements for reactive activities to evaluate completed activities and elements for conformance with the requirements. Correction of defective construction.,,,01 43 00 for quality assurance. 01 43 26 for testing and inspecting agency qualifications. 01 43 29 for code-required special inspector qualifications.,,,,01 00 00,"['01 43 00', '01 43 26', '01 43 29']",01 45 00 — Quality Control Includes: administrative and procedural requirements for reactive activities to evaluate completed activities and elements for conformance with the requirements. Correction of defective construction.
01 45 13,01,GENERAL REQUIREMENTS,3,Source Quality Control Procedures,,,,,,,,01 45 00,[],01 45 13 — Source Quality Control Procedures
01 45 16,01,GENERAL REQUIREMENTS,3,Field Quality Control Procedures,,,,,,,,01 45 00,[],01 45 16 — Field Quality Control Procedures
01 45 16.13,01,GENERAL REQUIREMENTS,4,Contractor Quality Control,,,,,,,,01 45 16,[],01 45 16.13 — Contractor Quality Control
01 45 23,01,GENERAL REQUIREMENTS,3,Testing and Inspecting Services,,,,,,,,01 45 00,[],01 45 23 — Testing and Inspecting Services
01 45 26,01,GENERAL REQUIREMENTS,3,Plant Inspection Procedures,,,,,,,,01 45 00,[],01 45 26 — Plant Inspection Procedures
01 45 29,01,GENERAL REQUIREMENTS,3,Testing Laboratory Services,,,,,,,,01 45 00,[],01 45 29 — Testing Laboratory Services
01 45 31,01,GENERAL REQUIREMENTS,3,Climate Resiliency Quality Control Procedures,,,,,,,,01 45 00,[],01 45 31 — Climate Resiliency Quality Control Procedures
01 45 33,01,GENERAL REQUIREMENTS,3,Code-Required Special Inspections and Procedures,,,,,,,,01 45 00,[],01 45 33 — Code-Required Special Inspections and Procedures
01 50 00,01,GENERAL REQUIREMENTS,2,Temporary Facilities and Controls,"requirements for installation, maintenance, and removal of temporary utilities, controls, facilities, and construction aids during construction.",,,01 12 00 for temporary facility and control responsibility under multiple contracts. 01 74 00 for cleaning and waste management.,,,,01 00 00,"['01 12 00', '01 74 00']","01 50 00 — Temporary Facilities and Controls Includes: requirements for installation, maintenance, and removal of temporary utilities, controls, facilities, and construction aids during construction."
01 51 00,01,GENERAL REQUIREMENTS,2,Temporary Utilities,procedures and requirements for utilities used on site during construction.,,,01 18 00 for project utility sources. 33 00 00 for permanent utilities.,,,,01 00 00,"['01 18 00', '33 00 00']",01 51 00 — Temporary Utilities Includes: procedures and requirements for utilities used on site during construction.
01 51 13,01,GENERAL REQUIREMENTS,3,Temporary Electricity,,,,,,,,01 51 00,[],01 51 13 — Temporary Electricity
01 51 16,01,GENERAL REQUIREMENTS,3,Temporary Fire Protection,,,,,,,,01 51 00,[],01 51 16 — Temporary Fire Protection
01 51 19,01,GENERAL REQUIREMENTS,3,Temporary Fuel-Oil,,,,,,,,01 51 00,[],01 51 19 — Temporary Fuel-Oil
01 51 23,01,GENERAL REQUIREMENTS,3,"Temporary Heating, Cooling, and Ventilating",,,,,,,,01 51 00,[],"01 51 23 — Temporary Heating, Cooling, and Ventilating"
01 51 26,01,GENERAL REQUIREMENTS,3,Temporary Lighting,,,,,,,,01 51 00,[],01 51 26 — Temporary Lighting
01 51 29,01,GENERAL REQUIREMENTS,3,Temporary Natural Gas,,,,,,,,01 51 00,[],01 51 29 — Temporary Natural Gas
01 51 33,01,GENERAL REQUIREMENTS,3,Temporary Telecommunications,,,,,,,,01 51 00,[],01 51 33 — Temporary Telecommunications
01 51 36,01,GENERAL REQUIREMENTS,3,Temporary Water,,,,,,,,01 51 00,[],01 51 36 — Temporary Water
01 52 00,01,GENERAL REQUIREMENTS,2,Construction Facilities,procedures and requirements for facilities used on site during construction.,,,00 70 00 for conditions of the contract safety and sanitation requirements. 10 43 16 for permanent first aid cabinets.,,,,01 00 00,"['00 70 00', '10 43 16']",01 52 00 — Construction Facilities Includes: procedures and requirements for facilities used on site during construction.
01 52 13,01,GENERAL REQUIREMENTS,3,Field Offices and Sheds,,,,,,,,01 52 00,[],01 52 13 — Field Offices and Sheds
01 52 16,01,GENERAL REQUIREMENTS,3,First Aid Facilities,,,,,,,,01 52 00,[],01 52 16 — First Aid Facilities
01 52 19,01,GENERAL REQUIREMENTS,3,Sanitary Facilities,,,,,,,,01 52 00,[],01 52 19 — Sanitary Facilities
01 53 00,01,GENERAL REQUIREMENTS,2,Temporary Construction,"procedures and requirements for temporary access facilities required to accommodate construction or the owner's operations that are removed, reconstructed, or decommissioned upon completion of the construction.",,,,,,,01 00 00,[],"01 53 00 — Temporary Construction Includes: procedures and requirements for temporary access facilities required to accommodate construction or the owner's operations that are removed, reconstructed, or decommissioned upon completion of the construction."
01 53 13,01,GENERAL REQUIREMENTS,3,Temporary Bridges,,,,,,,,01 53 00,[],01 53 13 — Temporary Bridges
01 53 16,01,GENERAL REQUIREMENTS,3,Temporary Decking,,,,,,,,01 53 00,[],01 53 16 — Temporary Decking
01 53 19,01,GENERAL REQUIREMENTS,3,Temporary Overpasses,,,,,,,,01 53 00,[],01 53 19 — Temporary Overpasses
01 53 23,01,GENERAL REQUIREMENTS,3,Temporary Ramps,,,,,,,,01 53 00,[],01 53 23 — Temporary Ramps
01 53 26,01,GENERAL REQUIREMENTS,3,Temporary Runarounds,,,,,,,,01 53 00,[],01 53 26 — Temporary Runarounds
01 54 00,01,GENERAL REQUIREMENTS,2,Construction Aids,procedures and requirements related to tools and equipment used during construction.,requirements for sharing construction aids for construction delivered under multiple contracts. Does Not Include: safety related procedures or contractor's means and methods.,,,01 12 00 for construction aid responsibility under multiple contracts.,,,01 00 00,['01 12 00'],01 54 00 — Construction Aids Includes: procedures and requirements related to tools and equipment used during construction. May include: requirements for sharing construction aids for construction delivered under multiple contracts. Does Not Include: safety related procedures or contractor's means and methods.
01 54 13,01,GENERAL REQUIREMENTS,3,Temporary Elevators,,,,,,,,01 54 00,[],01 54 13 — Temporary Elevators
01 54 16,01,GENERAL REQUIREMENTS,3,Temporary Hoists,,,,,,,,01 54 00,[],01 54 16 — Temporary Hoists
01 54 19,01,GENERAL REQUIREMENTS,3,Temporary Cranes,,,,,,,,01 54 00,[],01 54 19 — Temporary Cranes
01 54 23,01,GENERAL REQUIREMENTS,3,Temporary Scaffolding and Platforms,,,,,,,,01 54 00,[],01 54 23 — Temporary Scaffolding and Platforms
01 54 26,01,GENERAL REQUIREMENTS,3,Temporary Swing Staging,,,,,,,,01 54 00,[],01 54 26 — Temporary Swing Staging
01 55 00,01,GENERAL REQUIREMENTS,2,Vehicular Access and Parking,"procedures and requirements for access and parking facilities required to accommodate construction or the owner's operations that are removed, reconstructed, or decommissioned upon completion of the construction.",,,01 14 13 for access to site restrictions.,,,,01 00 00,['01 14 13'],"01 55 00 — Vehicular Access and Parking Includes: procedures and requirements for access and parking facilities required to accommodate construction or the owner's operations that are removed, reconstructed, or decommissioned upon completion of the construction."
01 55 13,01,GENERAL REQUIREMENTS,3,Temporary Access Roads,,,,,,,,01 55 00,[],01 55 13 — Temporary Access Roads
01 55 16,01,GENERAL REQUIREMENTS,3,Haul Routes,,,,,,,,01 55 00,[],01 55 16 — Haul Routes
01 55 19,01,GENERAL REQUIREMENTS,3,Temporary Parking Areas,,,,,,,,01 55 00,[],01 55 19 — Temporary Parking Areas
01 55 23,01,GENERAL REQUIREMENTS,3,Temporary Roads,,,,,,,,01 55 00,[],01 55 23 — Temporary Roads
01 55 26,01,GENERAL REQUIREMENTS,3,Traffic Control,,,,,,,,01 55 00,[],01 55 26 — Traffic Control
01 55 29,01,GENERAL REQUIREMENTS,3,Staging Areas,,,,,,,,01 55 00,[],01 55 29 — Staging Areas
01 56 00,01,GENERAL REQUIREMENTS,2,Temporary Barriers and Enclosures,"procedures and requirements for facilities for protection of public, occupants, and spaces during construction. Does Not Include: safety and health-related procedures for contractor employees and subcontractors.",,temporary fencing: hoarding.,,,,,01 00 00,[],"01 56 00 — Temporary Barriers and Enclosures Includes: procedures and requirements for facilities for protection of public, occupants, and spaces during construction. Does Not Include: safety and health-related procedures for contractor employees and subcontractors. Also known as: temporary fencing: hoarding."
01 56 13,01,GENERAL REQUIREMENTS,3,Temporary Air Barriers,,,,,,,,01 56 00,[],01 56 13 — Temporary Air Barriers
01 56 16,01,GENERAL REQUIREMENTS,3,Temporary Dust Barriers,,,,,,,,01 56 00,[],01 56 16 — Temporary Dust Barriers
01 56 19,01,GENERAL REQUIREMENTS,3,Temporary Noise Barriers,,,,,,,,01 56 00,[],01 56 19 — Temporary Noise Barriers
01 56 23,01,GENERAL REQUIREMENTS,3,Temporary Barricades,,,,,,,,01 56 00,[],01 56 23 — Temporary Barricades
01 56 26,01,GENERAL REQUIREMENTS,3,Temporary Fencing,,,,,,,,01 56 00,[],01 56 26 — Temporary Fencing
01 56 29,01,GENERAL REQUIREMENTS,3,Temporary Protective Walkways,,,,,,,,01 56 00,[],01 56 29 — Temporary Protective Walkways
01 56 33,01,GENERAL REQUIREMENTS,3,Temporary Security Barriers,,,,,,,,01 56 00,[],01 56 33 — Temporary Security Barriers
01 56 36,01,GENERAL REQUIREMENTS,3,Temporary Security Enclosures,,,,,,,,01 56 00,[],01 56 36 — Temporary Security Enclosures
01 56 39,01,GENERAL REQUIREMENTS,3,Temporary Tree and Plant Protection,,,,,,,,01 56 00,[],01 56 39 — Temporary Tree and Plant Protection
01 57 00,01,GENERAL REQUIREMENTS,2,Temporary Controls,procedures and requirements for environmental controls during construction.,,,31 10 00 for permanent site clearing. 31 20 00 for permanent earth moving. 31 25 00 for permanent erosion and sedimentation controls.,,,,01 00 00,"['31 10 00', '31 20 00', '31 25 00']",01 57 00 — Temporary Controls Includes: procedures and requirements for environmental controls during construction.
01 57 13,01,GENERAL REQUIREMENTS,3,Temporary Erosion and Sediment Control,,,,,,,,01 57 00,[],01 57 13 — Temporary Erosion and Sediment Control
01 57 16,01,GENERAL REQUIREMENTS,3,Temporary Pest Control,,,,,,,,01 57 00,[],01 57 16 — Temporary Pest Control
01 57 19,01,GENERAL REQUIREMENTS,3,Temporary Environmental Controls,,,,,,,,01 57 00,[],01 57 19 — Temporary Environmental Controls
01 57 23,01,GENERAL REQUIREMENTS,3,Temporary Storm Water Pollution Control,,,,,,,,01 57 00,[],01 57 23 — Temporary Storm Water Pollution Control
01 57 26,01,GENERAL REQUIREMENTS,3,Site Watering for Dust Control,,,,,,,,01 57 00,[],01 57 26 — Site Watering for Dust Control
01 57 33,01,GENERAL REQUIREMENTS,3,Temporary Security,,,,,,,,01 57 00,[],01 57 33 — Temporary Security
01 58 00,01,GENERAL REQUIREMENTS,2,Project Identification,signage used during construction to identify the project and the project team. Does Not Include: permanent facility signage.,,,,,,,01 00 00,[],01 58 00 — Project Identification Includes: signage used during construction to identify the project and the project team. Does Not Include: permanent facility signage.
01 58 13,01,GENERAL REQUIREMENTS,3,Temporary Project Signage,,,,,,,,01 58 00,[],01 58 13 — Temporary Project Signage
01 58 16,01,GENERAL REQUIREMENTS,3,Temporary Interior Signage,,,,,,,,01 58 00,[],01 58 16 — Temporary Interior Signage
01 60 00,01,GENERAL REQUIREMENTS,2,Product Requirements,,,,,,,,01 00 00,[],01 60 00 — Product Requirements
01 61 00,01,GENERAL REQUIREMENTS,2,Common Product Requirements,"general requirements for products used in construction. New, salvaged, and reused products.",,,,,,,01 00 00,[],"01 61 00 — Common Product Requirements Includes: general requirements for products used in construction. New, salvaged, and reused products."
01 61 13,01,GENERAL REQUIREMENTS,3,Software Licensing Requirements,,,,,,,,01 61 00,[],01 61 13 — Software Licensing Requirements
01 62 00,01,GENERAL REQUIREMENTS,2,Product Options,"procedures and requirements for contractor's options in selecting products, in general. General rules and procedures for determination of acceptable products.",products form.,,00 26 00 for procurement substitution procedures. 01 25 00 for substitution procedures.,00 62 33 for products form.,,,01 00 00,"['00 26 00', '00 62 33', '01 25 00']","01 62 00 — Product Options Includes: procedures and requirements for contractor's options in selecting products, in general. General rules and procedures for determination of acceptable products. May include: products form."
